symbol,fee symbol,show name,chain name,contract address
DOC1,HECO,DOC1,HECO,0xcbe78aa57292d1158d4edfd475a2165b7deb9927
DVVI,HECO,DVVI,HECO,0x6fdc0b27bfaaea4b2c9bb5114bece420e4eef1aa
RYOJI1335,HECO,RYOJI1335,HECO,0x0DF061bFFE7A92f19f649aF9943974Ea67Cbc928
SGB2,HECO,SGB2,HECO,0x7f8AB1593f84B0C450385a3f70e921cB796401Ba
SHIT,HECO,SHIT,HECO,0xFB5e339C17c714C58e307d889881E15ceCAe9F19
YEZ,HECO,YEZ,HECO,0x7350Bf24F83E22232Fd80D2AdA8eF63B9042c9Dd
LOGO,HECO,LOGO,HECO,0x7cfc23956680ca373a5c0c83218f1ce7a9330478
LABI,HECO,LABI,HECO,0x6694d8944948cf9aa3e44594d908b94916124389
FOX1122,HECO,FOX1122,HECO,0x49d9fb32fdd13646dcb3d73d1dacdb67acefd44e
XTDOG,HECO,XTDOG,HECO,0x794abf2f3905a5c0b319ad515d623ceb80957ea1
SHIA,HECO,SHIA,HECO,0xce3e3db66ff5bbdc0449a3d483a892e416849d0b
YOF,HECO,YOF,HECO,0x5a3ffb244c0c457ff91d0571c24cf226fe5c0ded
LAFIT,HECO,LAFIT,HECO,0xd0EBF6BDfC9EfFfd7FE943cdC8C1739cCfB4e183
TSC2,HECO,TSC2,HECO,0x9e98d829101686a77618b4f5537bfcb6d72935ac
EFT,HECO,EFT,HECO,0x981ef0e994e09ef78679f6284de1d4db71a623a1
DEFI,HECO,DEFI,HECO,0xca380a418df81b15b7d57d60a96645a279023f9c
SPACET,HECO,SPACET,HECO,0xe30A97037108F32744Ce5885B58c8B65FE9A878f
LX,HECO,LX,HECO,0x530b11af81b98cfe734a3fb39fa66021cffc5ca5
DRG1,HECO,DRG1,HECO,0x59ad64217f851469defc0b3e2cb4c4bc2402240f
BTJ,HECO,BTJ,HECO,0xf18b27072985c153ef47f5f1f5eeda730d402aff
WBB1321,HECO,WBB1321,HECO,0x36f33c59d0ff130fa618968acab4847dded4f9f2
DOGI,HECO,DOGI,HECO,0x8b0a75f43652c7125cbe6a879041fd26a24632bb
OP1321,HECO,OP1321,HECO,0x28e353008a903ceacbbaebdff2c81778286d73a0
MDXMOON,HECO,MDXMOON,HECO,0x034b2c9c397acf5369640e0a23550d5446b2b413
FNGU,HECO,FNGU,HECO,0x79168aaf47d4a1a7c8d170de153c240fc0d366f6
SHIB1,HECO,SHIB1,HECO,0xdd86dd2dc0aca2a8f41a680fc1f88ec1b7fc9b09
HCOW,HECO,CoinWind,HECO,0x80861A817106665bcA173DB6AC2ab628a738c737
NTH,HECO,NTH,HECO,0xd0F9846efb7c9BC8A6C78e0621106643A15c847f
SLOB,HECO,SLOB,HECO,0x60d596f62cf52d568cc4510bfd0e23843f8ea3cb
BSD,HECO,BSD,HECO,0x1a3b9E71a29Ba5cd5D9420eccd828B40CE112567
FCZ,HECO,FCZ,HECO,0xfed0dd4d85d7ff2e06f41ff2d1769dd260b87ffe
APC1,HECO,APC1,HECO,0x5bbf4450ed543f92dc1eb20e1bb84468ba7be92d
IPFS1321S,HECO,IPFS1321S,HECO,0xb236358b49c08b9c346b8f1d03b30979fc870ed7
TT-HECO,HECO,TokenEco Token,HECO,0x17a011150e9Feb7bEc4CfAda055c8Df436EB730B
TAOB,HECO,TAOB,HECO,0x024cf02ed5df68dcb69540687e8094da237c8d38
TT(HECO),HECO,TokenEco Token,HECO,0x86040C76AAE5CBB322364CAF8820b0E8902e97E5
BZZ11,HECO,BZZ11,HECO,0xdAcb731645131BAe5720895857c6A9d1a4c7C223
YEC,HECO,YEC,HECO,0x9dccc6c39e8af76e30aeb34c0852287966d5989a
FMT,HECO,FMT,HECO,0x93EF1D267C38aec850f4B822D993544e5965E9Dd
LAIKA,HECO,LAIKA,HECO,0x3636F31E24E506FB6b9ab42c0B74229BCEB43070
WZRY,HECO,wzry,HECO,0x9e6828085f877f528258109ae27ab7cb8d6f9f80
BI,HECO,BI,HECO,0x5a1f729AD18b3F2a8d3f95E9f0F09b5836599234
FORT,HECO,FORT,HECO,0x49e061e4af3516a9f2db847e147ff5f6511550c2
UBT,HECO,UBT,HECO,0x5c1a372b944f76E6464E3caaDE017C0860B252c5
SDST,HECO,SDST,HECO,0x8eafb4ff212aa226d7bbe2d07b095b8155c1dd96
HBSV,HECO,HBSV,HECO,0xc2cb6b5357ccce1b99cd22232942d9a225ea4eb1
ASDC01,HECO,ASDC01,HECO,0xE5cb8299147D5c9Ba82d6d952be7d4DeC81CBe2E
VFIL,HECO,LendMi,HECO,0x1f60736262AF2Df60b60bdEedc113333C22f6034
DOGMOON,HECO,dogmoon,HECO,0x67BAB912eE30074cF9a94826E2e02D9936842781
DOGEHECO,HECO,DOGEHECO,HECO,0x40280e26a572745b1152a54d1d44f365daa51618
PISWAP,HECO,PISWAP,HECO,0xdaa0b494e0b30bafa69034597d386b7dab12628b
IPCHECO,HECO,IPC,HECO,0x39C78865cDE5656681d36404333AEf8Ab7556faB
EOSHECO,HECO,EOSHECO,HECO,0xae3a94a6dc7fce46b40d63bbf355a3ab2aa2a588
ZKSHECO,HECO,ZKSHECO,HECO,0xe25a7d0b6bcda2a832d255edef1387e72d20883b
SHIBM,HECO,SHIBM,HECO,0x03ed8f569dcf8824c48cd8b6fa8aba5f21297ca9
SHIB3,HECO,SHIB3,HECO,0xc38072aa3f8e049de541223a9c9772132bb48634
BITDOG,HECO,BITDOG,HECO,0x003d3C7283E0B9219928Bd0efc593220C6601654
HBY,HECO,HBY,HECO,0x5c0A02cCBc5eb09eeF6773A161c6ccbe746fD29B
HBMOON,HECO,HBMOON,HECO,0x8B5214e529f71e45567843228B4baE0c1EfA08D8
SHIBB,HECO,SHIBB,HECO,0x47226274e0Aa5ec14b11A008D136bA3A98f13A1B
XMDXHECO,HECO,XMDX,HECO,0xf5cf092c93cddfe9087b86bdca5cb3f4f72b7242
ICP,ICP,ICP,Internet Computer,
ISC,ISC,ISChain,Ischain,
DCM,ISC,D Contract Minerals,Ischain,ishHSsQsKqk97Q4mb2heLkBrJcTaomnkmZ6
JWAN,JWAN,JWAN,JWAN,
KSM,KSM,KSM,Kusama,
LINEA,LINEA,Linea,Linea,
LTC,LTC,Litecoin,Litecoin,
LYK1,LYK1,Layerk,Layerk,
USDCLYK,LYK1,USDC,Layerk,0x48F73B6e7962Fc294F25D4EBac62C364B0940dDb
TT1,MATIC1,TT1,Polygon,0x17a011150e9Feb7bEc4CfAda055c8Df436EB730B
USDC4,MATIC1,USDC,Polygon,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
CBID,MATIC1,CBI DAO ,Polygon,0x470B1F6BD642c8B3E49667e0362ff60bB64C7976
ETHMATIC,MATIC1,ETH,Polygon,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619
BTCMATIC,MATIC1,BTC,Polygon,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6
LDO1,MATIC1,LDO,Polygon,0xC3C7d422809852031b44ab29EEC9F1EfF2A58756
APEMATIC,MATIC1,APE,Polygon,0xB7b31a6BC18e48888545CE79e83E06003bE70930
SANDMATIC,MATIC1,SAND,Polygon,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683
UNIMATIC,MATIC1,UNI,Polygon,0xb33EaAd8d922B1083446DC23f610c2567fB5180f
SUSHIMATIC,MATIC1,SUSHI,Polygon,0x0b3F868E0BE5597D5DB7fEB59E1CADBb0fdDa50a
LINKMATIC,MATIC1,LINK,Polygon,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39
CRVMATIC,MATIC1,CRV,Polygon,0x172370d5Cd63279eFa6d502DAB29171933a610AF
MANAMATIC,MATIC1,MANA,Polygon,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4
AAVEMATIC,MATIC1,AAVE,Polygon,0xD6DF932A45C0f255f85145f286eA0b292B21C90B
LFI1,MATIC1,LFI1,Polygon,0x9b760D11F63cb80BFFBCf69421cd46511E429f83
CLFI,MATIC1,CLFI,Polygon,0x08715F5c743F747dE0005ad6C45336C163711137
DIMO,MATIC1,DIMO,Polygon,0xe261d618a959afffd53168cd07d12e37b26761db
GEODNET,MATIC1,GEODNET,Polygon,0xAC0F66379A6d7801D7726d5a943356A172549Adb
ARDX3,MATIC1,ARDX3,Polygon,0x4039075fe3607F064129458299a616c8723efd97
WIFIMATIC,MATIC1,WIFI,Polygon,0xe238ecb42c424e877652ad82d8a939183a04c35f
DAIMATIC,MATIC1,Dai Stablecoin,Polygon,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063
RNDRMATIC,MATIC1,Render,Polygon,0x61299774020dA444Af134c82fa83E3810b309991
KNCMATIC,MATIC1,KNCMATIC,Polygon,0x1C954E8fe737F99f68Fa1CCda3e51ebDB291948C
USDCMATIC,MATIC1,USDCMATIC,Polygon,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359
FIRE2,MATIC1,FIRE2,Polygon,0x838C9634dE6590B96aEadC4Bc6DB5c28Fd17E3C2
SEXY,MATIC1,SEXY,Polygon,0x114d232f8befea9fa2fb0a06dee069c856d61bfc
GRTMATIC,MATIC1,Graph Token,Polygon,0x5fe2b58c013d7601147dcdd68c143a77499f5531
LYKMATIC,MATIC1,LYKMATIC,Polygon,0xF50441d584D435e5F917c8201F72CA2b1B7f1d04
STGMATIC,MATIC1,Stargate,Polygon,0x2F6F07CDcf3588944Bf4C42aC74ff24bF56e7590
APPLEMATIC,MATIC1,APPLEMATIC,Polygon,0x4915930EAFAb4a7e35B1484B5BB28E8f75995Fe0
INSMATIC,MATIC1,INSMATIC,Polygon,0xb988Bd378A0754957d5D9471C96E0F8051645a26
AACMATIC,MATIC1,AACMATIC,Polygon,0xF424cAA15eF7F8524bF55bD838935A25cDf1caae
BGGMATIC,MATIC1,BitGoGo,Polygon,0xDcc49bF6415bd1dD639a42E87ef737e8d9288d06
USDTWORMHOLE,MATIC1,Tether USD (Wormhole),Polygon,0x9417669fBF23357D2774e9D421307bd5eA1006d2
STOCKBIT,MATIC1,STOCKBIT,Polygon,0xba5BeE586fcF2085122aa28Ff156738bc5947c50
AXLMATIC,MATIC1,AXLMATIC,Polygon,0x6e4E624106Cb12E168E6533F8ec7c82263358940
SLYK,MATIC1,sLayerK,Polygon,0x1CEf2F8Fa087D2F9319C715545223bf409f9E801
GMTMATIC,MATIC1,GMTMATIC,Polygon,0x714DB550b574b3E927af3D93E26127D15721D4C2
NEXOMATIC,MATIC1,NEXOMATIC,Polygon,0x41b3966B4FF7b427969ddf5da3627d6AEAE9a48E
GBTMATIC,MATIC1,GaiaBioToken,Polygon,0x7B1028CdbAF73E90DC3436065d35Dbc99AF364a4
GNSMATIC,MATIC1,Gains Network,Polygon,0xE5417Af564e4bFDA1c483642db72007871397896
SYNMATIC,MATIC1,Synapse,Polygon,0xf8F9efC0db77d8881500bb06FF5D6ABc3070E695
ZROMATIC,MATIC1,LayerZero,Polygon,0x6985884C4392D348587B19cb9eAAf157F13271cd
VANRYMATIC,MATIC1,VANRY,Polygon,0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624
PYRMATIC,MATIC1,PYR Token,Polygon,0x430EF9263E76DAE63c84292C3409D61c598E9682
MLYK,MATIC1,MLYK,Polygon,0x2c3145E7D9bd5323373b1448b0D6f8C0B1d47716
MLYKMATIC,MATIC1,MINTING LAYERK,Polygon,0x45D26F371E801FeBa4ba15C984F7D197AEB9305B
NAKA,MATIC1,Nakamoto.Games,Polygon,0x311434160D7537be358930def317AfB606C0D737
GHSTPOL,MATIC1,Aavegotchi GHST Token,Polygon,0x385Eeac5cB85A38A9a07A70c73e0a3271CfB54A7
DATAPOL,MATIC1,Streamr,Polygon,0x3a9A81d576d83FF21f26f325066054540720fC34
VOXEL,MATIC1,VOXEL Token,Polygon,0xd0258a3fD00f38aa8090dfee343f10A9D4d30D3F
QUICKPOL,MATIC1,QuickSwap,Polygon,0xB5C064F955D8e7F38fE0460C556a72987494eE17
OOKIPOL,MATIC1,Ooki Token,Polygon,0xCd150B1F528F326f5194c012f32Eb30135C7C2c9
VMT,MATIC1,Vmeta Token,Polygon,0x49433B8F86E884976AA7c1E81DC1117a2D544452
UCOINPOL,MATIC1,UCOIN,Polygon,0xe07710cdcD1c9F0FB04bfd013F9854E4552671cE
ADXPOL,MATIC1,ADX,Polygon,0xdDa7b23D2D72746663E7939743f929a3d85FC975
EAGLETOKEN,MATIC1,EagleToken,Polygon,0xE11968cA511954bfd1B363e24C1951cd0460D3c0
TELPOL,MATIC1,Telcoin,Polygon,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32
ZIGPOL,MATIC1,ZigCoin,Polygon,0x7BeBd226154E865954A87650FAefA8F485d36081
ALI,MATIC1,Artificial Liquid Intelligence Token,Polygon,0xbFc70507384047Aa74c29Cdc8c5Cb88D0f7213AC
WUSDPOL,MATIC1,WUSD,Polygon,0xA04C86c411320444d4A99d44082e057772E8cF96
MLC,MATIC1,MLC,Polygon,0x0566C506477cD2d8dF4e0123512dBc344bD9D111
OMPOL,MATIC1,MANTRA DAO,Polygon,0xC3Ec80343D2bae2F8E680FDADDe7C17E71E114ea
BONKMATIC,MATIC1,BONK,Polygon,0xe5B49820e5A1063F6F4DdF851327b5E8B2301048
ARDMPOL,MATIC1,ArdMoney,Polygon,0x87ee9B1D25d7fd609CAadBa5f8c14F4e219650bD
UXD,MATIC1,Criptodolar UXD,Polygon,0x7266581D827265C228bc122EFBCfAe8a56eAd3cC
CBKPOL,MATIC1,Cobak Token,Polygon,0x4EC203dD0699Fac6adAF483CDd2519BC05D2c573
INSPOL,MATIC1,INSPOL,Polygon,0xA385f45Bf2C074b698d9f6956dD538623C32fD34
TRIAS,MATIC1,TRIAS Token,Polygon,0x0D5eA33C2540a3071d8770F8ffee9817D0624E7d
ROU,MATIC1,ROU,Polygon,0xCC44674022a792794d219847362bB95c661937A9
BCUT,MATIC1,bitsCrunch Token(PoS),Polygon,0x3fb83A9A2c4408909c058b0BfE5B4823f54fAfE2
USDCPOL,MATIC1,USDCPOL,Polygon,0x4318CB63A2b8edf2De971E2F17F77097e499459D
USDRPOL,MATIC1,DollarCoin,Polygon,0x3B5F2810fB2168FfA9C73160F97BF9f2461fFa5c
MATIC1,MATIC1,Polygon,Polygon,
USDTMATIC1,MATIC1,USDT,Polygon,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
TMPO,MATIC1,TMPO,Polygon,0x3d426638a42e0449022583d718944b95f92b593b
GEM,MATIC1,GEMBLOCK,Polygon,0x962e7cc60ab37ac89F10557d30d6A73B9389f011
ARDX1,MATIC1,ARDX,Polygon,0x3cb2A34C504a11be0a1234546CBEe7fD9e6B0237
CFO1,MATIC1,CFO1,Polygon,0x0e2a70c08e884ea76116fccdc8b8be559162f08e
WT3,MATIC1,WT3,Polygon,0xD7823f6aab485e661E3737CDE40CE714CfC4365e
FLR,MATIC1,FLR,Polygon,0x5f0197Ba06860DaC7e31258BdF749F92b6a636d4
PTZ,MATIC1,PTZ,Polygon,0x5646A90c532F47a06f8e1277EFb2Df03349DDFe5
MONT1,MATIC1,MONT1,Polygon,0x7EA130Ec7508a1224737b7d56f108601c6A46C73
XSGD,MATIC1,XSGD,Polygon,0xDC3326e71D45186F113a2F448984CA0e8D201995
MGT1,MGT1,MGT1,Bitgert,0xE523Df0cA0b54814e409d3Ef629E03940389281a
NESTA,NESTA,NESTA,Nest Arcade,
OPTIMISM,OPTIMISM,Optimism,Optimism,
BCD1,OPTIMISM,BCD,Optimism,0x117CEFA187C9A6c2dC4168312E68B057F5243fC0
OPUSDC,OPTIMISM,USD Coin,Optimism,0x7F5c764cBc14f9669B88837ca1490cCa17c31607
OPTIMISM1,OPTIMISM,Optimism,Optimism,0x4200000000000000000000000000000000000042
SNX2,OPTIMISM,Synthetix Network Token,Optimism,0x8700dAec35aF8Ff88c16BdF0418774CB3D7599B4
USDCOIN,OPTIMISM,USDCOIN,Optimism,0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85
TETHERUSD,OPTIMISM,TetherUSD,Optimism,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58
AXLOP,OPTIMISM,AXLOP,Optimism,0x23ee2343B892b1BB63503a4FAbc840E0e2C6810f
WLDOP,OPTIMISM,WLD,Optimism,0xdC6fF44d5d932Cbd77B52E5612Ba0529DC6226F1
CRVOP,OPTIMISM,Curve DAO Token,Optimism,0x0994206dfE8De6Ec6920FF4D779B0d950605Fb53
CYBEROP,OPTIMISM,CyberConnect,Optimism,0x14778860E937f509e651192a90589dE711Fb88a9
ZROOP,OPTIMISM,LayerZero,Optimism,0x6985884C4392D348587B19cb9eAAf157F13271cd
SYNOP,OPTIMISM,Synapse,Optimism,0x5A5fFf6F753d7C11A56A52FE47a177a87e431655
VELODROME,OPTIMISM,VelodromeV2,Optimism,0x9560e827af36c94d2ac33a39bce1fe78631088db
PSTAKEOP,OPTIMISM,pSTAKE Finance,Optimism,0x023550ADDe4FA2F90D63a41D9282BEE0294c04cD
LINKOP,OPTIMISM,ChainLink Token,Optimism,0x350a791Bfc2C21F9Ed5d10980Dad2e2638ffa7f6
USDEOP,OPTIMISM,USDE,Optimism,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34
WCT,OPTIMISM,WalletConnect,Optimism,0xeF4461891DfB3AC8572cCf7C794664A8DD927945
OSMOSIS,OSMOSIS,OSMOSIS,Osmosis,
REI,REI,REI,REI,
RUNE,RUNE,RUNE,THORChain,
SCRL,SCRL,SCROLL,Wizarre Scroll,
SEICOSMOS,SEICOSMOS,SEI,SEI,
SEPOLIA,SEPOLIA,ETH,Sepolia ETH,
TESTNFIL,SEPOLIA,NFIL Sepolia,Sepolia ETH,0xB8E71a2a9Fc4D3497a951b6d7Badd6111E480fdF
FBTC,SEPOLIA,FBTC,Sepolia ETH,0x037017580b1Ed99952a006b5197592B1AA08A166
ABTSEPOLIA,SEPOLIA,ABToken,Sepolia ETH,0xb2e1f2761b1F1b30a8a12aC8110e6Ce5883a343C
USDTSEPOLIA,SEPOLIA,USDT,Sepolia ETH,0xe90a57A45F1Eae578F5aec8eed5bA8Fc6F55eF65
USDCSEPOLIA,SEPOLIA,USDC,Sepolia ETH,0xAA020ae80d4ddCBb293978946e9862E15068EA99
STD001,SEPOLIA,SepoliaTest,Sepolia ETH,0xa3B3b6f23d58D75B2170f5F08e9731d73096f2a0
STD002,SEPOLIA,STD002,Sepolia ETH,0x29b21C6F955A498EE32627F943f5519064e51B50
STD003,SEPOLIA,STD003,Sepolia ETH,0xaD705A6C7E8FD95AD8b40429Efd09e9689B628D7
STD004_12,SEPOLIA,STD004,Sepolia ETH,0xDae17d43C16C44AceADEBA9ed32b6ffA14C910d2
STD005_12,SEPOLIA,STD005,Sepolia ETH,0x7529Cb72Cb697Ab1eC17C0F305CA4Fe2e04Bc38E
STD00612,SEPOLIA,STD006,Sepolia ETH,0xe6dc344d3AFE37FA9bD279bAC27D14F26A3d9B54
STD00712,SEPOLIA,STD007,Sepolia ETH,0x577aF5b60d8466E06688CF282FEAAD458b9b0299
STD00812,SEPOLIA,STD008,Sepolia ETH,0xdF154BA8367fb5C1E5A8c12eAC1Ccc8cbe9dAd13
STD00912,SEPOLIA,STD009,Sepolia ETH,0x999cF743c69066178f9c6DeF3b66Ced34C7f152B
STD01012,SEPOLIA,STD010,Sepolia ETH,0x0777F261AFd2CCB65F76b25C2E5aE4e0453DB99E
STD01112,SEPOLIA,STD011,Sepolia ETH,0xF02196B4bd924e95b39ecAbEDC64AbE099A38235
WT00112,SEPOLIA,WT001,Sepolia ETH,0x28dA5877C143537E2D5B5F5A3861d56efD3D5db1
PIRA,SEPOLIA,PIRA Coin,Sepolia ETH,0xB18D7aCC94271F929490849e004086fBe17ebfbF
EWT00212,SEPOLIA,EWT002,Sepolia ETH,0x122e2aBBDd4f5be08bf97a209731cc8c500FA2F0
WT01012,SEPOLIA,WT010,Sepolia ETH,0xC3099c3C1E814D7130d1D3ecEE7d14C2b4AF7071
WT01112,SEPOLIA,WT011,Sepolia ETH,0x28411EeF39Ae8e5E2f151d9422B877D8Fd8Fa735
EWT00412,SEPOLIA,EWT004,Sepolia ETH,0xBDc5E3C9BCd834540Cd245C4E68D45B738eEA8D7
EWT00512,SEPOLIA,EWT005,Sepolia ETH,0x8722Ad3B98d419D0827649dc1468975f4551Fb11
EWT00612,SEPOLIA,EWT006,Sepolia ETH,0x13029ed1e9b3B804a8c279bcF90D11c86150A541
ECT00112,SEPOLIA,ECT001,Sepolia ETH,0x196ced1A95Be38Bf1B2F2438De224e0913Ea643b
ECT00212,SEPOLIA,ECT002,Sepolia ETH,0xE6C639CBAa5261506e397F013a768ded687a96A9
TF00112,SEPOLIA,TF001,Sepolia ETH,0x1BF0b4311819E9aAb6B8EC38c4dAAe499d8712A8
TF00212,SEPOLIA,TF002,Sepolia ETH,0xdc1859101AB0D5Dc3D9453408F4CacfA77698e96
EFT50017,SEPOLIA,EFT500,Sepolia ETH,0x1a0462F038F4aa9367ee190525A9ba7135dB4b6d
EFT50117,SEPOLIA,EFT501,Sepolia ETH,0xD870372B41CCBc5493119cC978220E520F8b0fDD
EFT50212,SEPOLIA,EFT502,Sepolia ETH,0xDB70E199460A17d5C35f90aB1B9003C32f267E56
EFT50412,SEPOLIA,EFT504,Sepolia ETH,0x847fc22A083C71da87Ea6F7488A868c5a69e986b
EFS25,SEPOLIA,EFS2,Sepolia ETH,0x87676c2dBC619ecfDC7dEAfB810e0565a60AD540
EFS35,SEPOLIA,EFS3,Sepolia ETH,0xDc082Fe20012F22B0aCF7F95CFC1a70d79e68867
SDT15,SEPOLIA,SDT1,Sepolia ETH,0x4BF7964cca44751ae3dB872A93D106164CB53aC8
SMPC025,SEPOLIA,SMPC02,Sepolia ETH,0xF362E8B5a082D590D0b6063c889dB909c24aE5b7
TT12312,SEPOLIA,tt123,Sepolia ETH,0xdFe06fBCbbE01a1EfCDa6082a93c0268B815F0B9
SIGBTC,SIGBTC,BTC,SigNet,
SIGBTCSW,SIGBTCSW,BTC,SigNet,
SKLNEBULA,SKLNEBULA,SKLNEBULA,Nebula Gaming,
SMH,SMH,spacemesh,spacemesh,
SNE2,SNE2,SNE2,SNE2,
FIC,SNE2,FIC,SNE2,0x77cA520E844eF78d6C1c7c998Fa10E369badF8df
CKT1,SNE2,CKT1,SNE2,0xD9412a84f8dFFFcf94FA6A7Be63875b6bF9754C0
FIHCON,SNE2,FIHCON,SNE2,0x8442c1fd21cd338c6ec1c1d9e152c09873a653af
CKT2,SNE2,CKT2,SNE2,0x9c6a202f3dfa1338f293e4ffa80f7d950cc17509
SOLANA,SOLANA,solana,Solana,
USDCS,SOLANA,USD Coin,Solana,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
MOBILE,SOLANA,Helium Mobile,Solana,mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6
HNT,SOLANA,Helium Network Token,Solana,hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux
HONEY1,SOLANA,HONEY,Solana,4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy
PYTH,SOLANA,PYTH,Solana,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3
JITO,SOLANA,JITO,Solana,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL
SOLS,SOLANA,SOLS,Solana,2wme8EVkw8qsfSk2B3QeX4S64ac6wxHPXb3GrdckEkio
BONK,SOLANA,Bonk,Solana,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263
IOT,SOLANA,IOT,Solana,iotEVVZLEywoTn1QdwNPddxPWszn3zFhEot3MfL9fns
RABBIT,SOLANA,RABBIT, Solana,BCpa4PVRovJv9EszgYvLRh1WqHq1PjE6LCr9EBdWGSa9
ZERO,SOLANA,ZERO,Solana,93RC484oMK5T9H89rzT5qiAXKHGP9jscXfFfrihNbe57
SILLY,SOLANA,Silly Dragon,Solana,7EYnhQoR9YM3N7UoaKRoA44Uy8JeaZV3qyouov87awMs
WIF,SOLANA,WIF,Solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm
USDTSOL,SOLANA,USDTSOL,Solana,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB
RAYSOL,SOLANA,RAYSOL,Solana,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R
JUP,SOLANA,JUP,Solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN
WEN,SOLANA,WEN,SOLANA,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk
IQ50,SOLANA,IQ50,Solana,21rweMLGYeMNonHW7H3xa5py17X6ZFRcHirCp9inRBQA
BOME,SOLANA,BOOK OF MEME,Solana,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82
ALMC,SOLANA,ALMC,Solana,7f94zk1EgfoeG57Vj5FtDDjMmPNHM4DYs7KRiyd2T4bA
SC3,SOLANA,Shark Cat,Solana,6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui
GUMMY,SOLANA,GUMMY,Solana,H7bTHGb5Cvo5fGe5jBDNDPUv8KykQnzyZA3qZ8sH7yxw
WSOL,SOLANA,WSOL,Solana,So11111111111111111111111111111111111111112
WORMHOLE,SOLANA,Wormhole Token,Solana,85VBFQZC9TZkfaptBWjvUw7YbZjy52A6mjtPGjstQAmQ
MYRO,SOLANA,Myro,Solana,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4
HOBBES,SOLANA,HOBBES,Solana,6n7Janary9fqzxKaJVrhL9TG2F61VbAtwUMu1YZscaQS
SOLCEX,SOLANA,SOLCEX,Solana,AMjzRn1TBQwQfNAjHFeBb7uGbbqbJB7FzXAnGgdFPk6K
PUPS,SOLANA,PUPS,Solana,PUPS8ZgJ5po4UmNDfqtDMCPP6M1KP3EEzG9Zufcwzrg
DOKY,SOLANA,Donkey King,Solana,5Rs53fY3q4t4mLk9zBQ45cVNgF1RH7NqRNXiP6Pa5rYH
DRAGU,SOLANA,DRAGU,Solana,3VA9H13PVqRXRoR3iE56cbZNXm8yN3ihnqpp7eebKsMN
MEW,SOLANA,MEW,Solana,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5
POPCAT,SOLANA,POPCAT,Solana,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr
TNSR,SOLANA,TNSR,Solana,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6
JUNGLE,SOLANA,JungleDoge,Solana,9P32yqucXfZnDoXmmJNzBpqXQgfou4tA4sB1RaQh9cYw
BEER,SOLANA,BEER,Solana,AujTJJ7aMS8LDo3bFzoyXDwT3jBALUbu4VZhzZdTZLmG
TURBOSOL,SOLANA,Turbo,Solana,2Dyzu65QA9zdX1UeE7Gx71k7fiwyUK6sZdrvJ7auq5wm
IOSOL,SOLANA,IO,Solana,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K
GMTSOL,SOLANA,GMT,Solana,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx
SYNTHETIX,SOLANA,Synthetix Network Token (Portal),Solana,8cTNUtcV2ueC3royJ642uRnvTxorJAWLZc58gxAo7y56
BASEHEROES,SOLANA,BASEHEROES,Solana,EcePiW9qvwBazm9TowPC1PgFH6MwrDUqPV9WnmeVpBan
